Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw)
Sing,USC,220407 14:40:57.673,0,0,0,0,0,1.999999,0,0.254033,4.01008,0.234973,-2.454416,-0.125535,0.827123,0.254033,4.01008,0.234973,-2.454416,-0.125535,0.827123,0.113929,4.016503,0.234973,-2.448539,-0.211116,0.827123,0.079442,0.079813,14.563402,73.439691,100.246585,0.07996,0.088565,601664.0413,100,73.43942,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.00156,-10.375275,-0.003005,,,,,
Sing,USC,220407 14:41:15.579,0,0,0,0,0,0,0,0.248981,0.15572,0.227855,-0.00319,-0.139102,0.041141,0.248981,0.15572,0.227855,-0.00319,-0.139102,0.041141,0.248981,0.15572,0.227855,-0.00319,-0.139102,0.041141,0.079161,0.079476,14.560643,73.472016,100.074434,0.079672,0.088411,600501.5975,100,73.471729,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001544,-10.375275,-0.001882,,,,,
Sing,USC,220407 14:41:33.473,0,0,0,0,0,-1.999998,0,0.279464,-3.568727,0.207136,2.204417,-0.30389,-0.744258,0.279464,-3.568727,0.207136,2.204417,-0.30389,-0.744258,0.154747,-3.576306,0.207136,2.19247,-0.380638,-0.744258,0.078983,0.079311,14.559993,73.501879,99.976632,0.079501,0.088322,599772.605,100,73.501678,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001614,-10.375275,-0.001288,,,,,
Sing,USC,220407 14:41:51.369,0,0,0,0,0,-3.999999,0,0.401571,-7.420264,0.243507,4.454882,-0.54236,-1.470225,0.401571,-7.420264,0.243507,4.454882,-0.54236,-1.470225,-0.117018,-7.430201,0.243507,4.406198,-0.851796,-1.470225,0.078825,0.079217,14.563596,73.535067,99.866268,0.079339,0.088222,599184.7438,100,73.534901,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001563,-10.375275,-0.001296,,,,,
Sing,USC,220407 14:42:09.274,0,0,0,0,0,-5.999998,0,0.651065,-11.800784,0.274205,7.008763,-0.890294,-2.120001,0.651065,-11.800784,0.274205,7.008763,-0.890294,-2.120001,-0.586019,-11.804193,0.274205,6.877308,-1.618032,-2.120001,0.078672,0.079052,14.561742,73.567251,99.766858,0.079174,0.088131,598507.2156,100,73.56711,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.00161,-10.375275,-0.002073,,,,,
Sing,USC,220407 14:42:27.182,0,0,0,0,0,-7.999999,0,1.023883,-16.268663,0.377077,9.361069,-1.294982,-2.670706,1.023883,-16.268663,0.377077,9.361069,-1.294982,-2.670706,-1.250241,-16.252835,0.377077,9.089741,-2.585187,-2.670706,0.078321,0.078683,14.559652,73.598977,99.544549,0.07881,0.087932,597055.7706,100,73.598762,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001569,-10.375275,-0.003619,,,,,
Sing,USC,220407 14:42:45.083,0,0,0,0,0,-9.999998,0,1.412508,-19.598989,0.495136,10.984228,-1.658424,-3.303056,1.412508,-19.598989,0.495136,10.984228,-1.658424,-3.303056,-2.012279,-19.546515,0.495136,10.52937,-3.54062,-3.303056,0.078314,0.078712,14.562042,73.631281,99.55144,0.078824,0.087935,597091.4744,100,73.631013,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001601,-10.375275,-0.00554,,,,,
Sing,USC,220407 14:43:02.973,0,0,0,0,0,-11.999999,0,1.965579,-22.457484,0.626681,12.306118,-2.179993,-3.804373,1.965579,-22.457484,0.626681,12.306118,-2.179993,-3.804373,-2.746547,-22.375401,0.626681,11.583953,-4.69094,-3.804373,0.078474,0.078851,14.55972,73.661977,99.662195,0.078984,0.088031,597611.1106,100,73.661722,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001578,-10.375275,-0.008628,,,,,
Sing,USC,220407 14:43:20.870,0,0,0,0,0,-13.999998,0,2.580548,-25.369983,0.800817,13.73996,-2.693945,-4.272019,2.580548,-25.369983,0.800817,13.73996,-2.693945,-4.272019,-3.633658,-25.240677,0.800817,12.6801,-5.937921,-4.272019,0.078405,0.078777,14.559527,73.692322,99.626664,0.078919,0.087997,597312.1306,100,73.692029,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001558,-10.375275,-0.012128,,,,,
Sing,USC,220407 14:43:38.774,0,0,0,0,0,-15.999999,0,5.073125,-25.507539,0.946117,12.944253,-4.708459,-3.176017,5.073125,-25.507539,0.946117,12.944253,-4.708459,-3.176017,-2.154229,-25.917764,0.946117,11.144988,-8.093981,-3.176017,0.07833,0.078688,14.563256,73.724977,99.574703,0.078846,0.087948,597035.7788,100,73.724709,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001548,-10.375275,-0.028741,,,,,
Sing,USC,220407 14:43:56.671,0,0,0,0,0,-18,0,7.358002,-20.582961,0.937208,11.976023,-4.743384,-1.152899,7.358002,-20.582961,0.937208,11.976023,-4.743384,-1.152899,0.637391,-21.849307,0.937208,9.924088,-8.21202,-1.152899,0.078459,0.078806,14.563715,73.758259,99.655165,0.078974,0.088017,597500.3838,100,73.758047,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001546,-10.375275,-0.045014,,,,,
Sing,USC,220407 14:44:14.569,0,0,0,0,0,-19.999998,0,8.376785,-20.553444,1.014554,8.88455,-4.87335,-1.293778,8.376785,-20.553444,1.014554,8.88455,-4.87335,-1.293778,0.841912,-22.178948,1.014554,6.681962,-7.618146,-1.293778,0.078615,0.078924,14.563153,73.79462,99.7558,0.079129,0.088102,598038.4138,100,73.794225,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001591,-10.375275,-0.051732,,,,,
