Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw)
Type,USC / SI,Time,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Degrees / Degrees,Degrees / Degrees,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,PSId / Pascals,PSId / Pascals,PSIa / Pascals,F / F,Ft/s / m/s,PSId / Pascals, / ,1/ft / 1/ft,ft/s / m/s,F / F, / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / 
Sing,USC,220407 14:20:49.965, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,19.999999,-0.000000,-0.040904, 0.100036,-0.166898,-1.920334, 2.812081,-0.374975,-0.040904, 0.100036,-0.166898,-1.920334, 2.812081,-0.374975,-0.072652, 0.080013,-0.166898,-2.766312, 1.985699,-0.374975, 0.000000, 0.000038,14.582470,72.969980, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.969982,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001515,-10.375275, 0.000301,,,,,
Sing,USC,220407 14:21:07.662, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,18.000000,-0.000000,-0.026365, 0.073655,-0.118610,-1.740904, 2.419040,-0.268329,-0.026365, 0.073655,-0.118610,-1.740904, 2.419040,-0.268329,-0.047835, 0.061903,-0.118610,-2.403223, 1.762675,-0.268329, 0.000000, 0.000041,14.579475,72.969137, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.969165,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001506,-10.375275, 0.000206,,,,,
Sing,USC,220407 14:21:25.364, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,15.999999,-0.000000,-0.012882, 0.062632,-0.091710,-1.539684, 2.097500,-0.200495,-0.012882, 0.062632,-0.091710,-1.539684, 2.097500,-0.200495,-0.029647, 0.056655,-0.091710,-2.058188, 1.591852,-0.200495, 0.000000, 0.000019,14.578755,72.968140, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.968101,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001518,-10.375275, 0.000114,,,,,
Sing,USC,220407 14:21:43.066, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,13.999998,-0.000000, 0.001684, 0.059490,-0.072390,-1.333041, 1.798613,-0.143234, 0.001684, 0.059490,-0.072390,-1.333041, 1.798613,-0.143234,-0.012758, 0.058131,-0.072390,-1.728568, 1.422695,-0.143234, 0.000000, 0.000028,14.580825,72.967634, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.967629,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001477,-10.375275, 0.000011,,,,,
Sing,USC,220407 14:22:00.768, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.000000,-0.000000, 0.008911, 0.045882,-0.060573,-1.140947, 1.522175,-0.098865, 0.008911, 0.045882,-0.060573,-1.140947, 1.522175,-0.098865,-0.000823, 0.046733,-0.060573,-1.432492, 1.251696,-0.098865, 0.000000, 0.000009,14.580654,72.967173, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.967206,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001462,-10.375275,-0.000039,,,,,
Sing,USC,220407 14:22:18.479, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.999999,-0.000000, 0.007878, 0.035875,-0.043383,-0.948032, 1.266687,-0.062170, 0.007878, 0.035875,-0.043383,-0.948032, 1.266687,-0.062170, 0.001528, 0.036698,-0.043383,-1.153587, 1.082819,-0.062170, 0.000000, 0.000024,14.579731,72.966604, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.966604,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001497,-10.375275,-0.000036,,,,,
Sing,USC,220407 14:22:36.170, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.000000,-0.000000, 0.015905, 0.030260,-0.025704,-0.753734, 0.974348,-0.026350, 0.015905, 0.030260,-0.025704,-0.753734, 0.974348,-0.026350, 0.011539, 0.032179,-0.025704,-0.882001, 0.859966,-0.026350, 0.000000, 0.000025,14.579852,72.965902, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.965899,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001478,-10.375275,-0.000094,,,,,
Sing,USC,220407 14:22:53.877, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5.999999,-0.000000, 0.022304, 0.030180, 0.001539,-0.573555, 0.707029,-0.003449, 0.022304, 0.030180, 0.001539,-0.573555, 0.707029,-0.003449, 0.019027, 0.032346, 0.001539,-0.644318, 0.643203,-0.003449, 0.000000, 0.000019,14.579439,72.964750, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.964772,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001475,-10.375275,-0.000144,,,,,
Sing,USC,220407 14:23:11.574, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000,-0.000000, 0.018388, 0.026956,-0.020327,-0.398825, 0.436120, 0.025994, 0.018388, 0.026956,-0.020327,-0.398825, 0.436120, 0.025994, 0.016463, 0.028173,-0.020327,-0.428275, 0.407237, 0.025994, 0.000000, 0.000024,14.578842,72.963639, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.963637,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001423,-10.375275,-0.000123,,,,,
Sing,USC,220407 14:23:29.273, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.999999,-0.000000, 0.022949, 0.019089,-0.000735,-0.224697, 0.158380, 0.050669, 0.022949, 0.019089,-0.000735,-0.224697, 0.158380, 0.050669, 0.022268, 0.019878,-0.000735,-0.230088, 0.150442, 0.050669, 0.000000, 0.000013,14.579341,72.963780, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.963766,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001481,-10.375275,-0.000158,,,,,
Sing,USC,220407 14:23:46.966, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-0.000000, 0.024804, 0.010342, 0.003089,-0.070814,-0.105714, 0.067023, 0.024804, 0.010342, 0.003089,-0.070814,-0.105714, 0.067023, 0.024804, 0.010342, 0.003089,-0.070814,-0.105714, 0.067023, 0.000000, 0.000026,14.578652,72.962916, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.962932,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001457,-10.375275,-0.000174,,,,,
Sing,USC,220407 14:24:04.662, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.999999,-0.000000, 0.023800, 0.015041, 0.024594, 0.091505,-0.378131, 0.087129, 0.023800, 0.015041, 0.024594, 0.091505,-0.378131, 0.087129, 0.024310, 0.014201, 0.024594, 0.078252,-0.381094, 0.087129, 0.000000, 0.000024,14.577308,72.962032, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,72.962054,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001432,-10.375275,-0.000176,,,,,
