Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw)
Sing,USC,220407 14:33:33.471,0,0,0,0,0,-1.999998,0,0.284608,-3.628893,0.207268,2.223121,-0.261915,-0.759665,0.284608,-3.628893,0.207268,2.223121,-0.261915,-0.759665,0.157788,-3.636615,0.207268,2.212627,-0.339341,-0.759665,0.079848,0.080237,14.563472,70.938092,100.268094,0.08037,0.088793,606818.5756,100,70.936208,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001535,-10.375275,-0.00119,,,,,
Sing,USC,220407 14:33:51.280,0,0,0,0,0,0,0,0.256516,0.111766,0.203999,-0.000504,-0.108549,0.025313,0.256516,0.111766,0.203999,-0.000504,-0.108549,0.025313,0.256516,0.111766,0.203999,-0.000504,-0.108549,0.025313,0.079633,0.079943,14.563645,71.179977,100.152522,0.080155,0.08867,605684.5969,100,71.178226,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001564,-10.375275,-0.001768,,,,,
Sing,USC,220407 14:34:09.073,0,0,0,0,0,2,0,0.253155,3.976418,0.216226,-2.449003,-0.06871,0.814181,0.253155,3.976418,0.216226,-2.449003,-0.06871,0.814181,0.114226,3.98283,0.216226,-2.445114,-0.154138,0.814181,0.079467,0.079774,14.562491,71.40959,100.07126,0.079989,0.088579,604716.8006,100,71.408374,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.00157,-10.375275,-0.002827,,,,,
Sing,USC,220407 14:34:26.871,0,0,0,0,0,4,0,0.365975,7.934657,0.261341,-4.796384,-0.149736,1.55722,0.365975,7.934657,0.261341,-4.796384,-0.149736,1.55722,-0.18841,7.940858,0.261341,-4.774255,-0.48395,1.55722,0.079245,0.079572,14.563811,71.621026,99.955418,0.07977,0.088459,603573.2125,100,71.619797,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001523,-10.375275,-0.004697,,,,,
Sing,USC,220407 14:34:44.675,0,0,0,0,0,5.999999,0,0.593997,12.383857,0.360454,-7.376174,-0.242891,2.188323,0.593997,12.383857,0.360454,-7.376174,-0.242891,2.188323,-0.703722,12.378106,0.360454,-7.310378,-1.01258,2.188323,0.078965,0.079253,14.562839,71.81249,99.78454,0.07947,0.088292,602168.6788,100,71.811561,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001519,-10.375275,-0.007469,,,,,
Sing,USC,220407 14:35:02.473,0,0,0,0,0,8,0,0.933147,16.746453,0.475296,-9.621446,-0.329051,2.744291,0.933147,16.746453,0.475296,-9.621446,-0.329051,2.744291,-1.40659,16.713346,0.475296,-9.482015,-1.664895,2.744291,0.078487,0.078848,14.564689,71.983469,99.495538,0.078997,0.088022,600174.7769,100,71.982409,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001558,-10.375275,-0.010974,,,,,
Sing,USC,220407 14:35:20.277,0,0,0,0,0,9.999999,0,1.312144,19.992616,0.598365,-11.254076,-0.520794,3.367776,1.312144,19.992616,0.598365,-11.254076,-0.520794,3.367776,-2.179471,19.916735,0.598365,-10.992667,-2.467132,3.367776,0.078155,0.078488,14.562554,72.134651,99.303617,0.078658,0.08784,598617.5944,100,72.133569,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001542,-10.375275,-0.014398,,,,,
Sing,USC,220407 14:35:38.072,0,0,0,0,0,12,0,1.854954,22.865332,0.737282,-12.629591,-0.879088,3.861873,1.854954,22.865332,0.737282,-12.629591,-0.879088,3.861873,-2.939551,22.751337,0.737282,-12.170831,-3.485717,3.861873,0.078768,0.079127,14.563532,72.270835,99.70821,0.079282,0.088187,600798.9675,100,72.269744,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001526,-10.375275,-0.01884,,,,,
Sing,USC,220407 14:35:55.875,0,0,0,0,0,13.999999,0,2.461249,25.707031,0.929736,-13.959188,-1.239088,4.312268,2.461249,25.707031,0.929736,-13.959188,-1.239088,4.312268,-3.830954,25.538852,0.929736,-13.244778,-4.579314,4.312268,0.078798,0.079102,14.562329,72.395062,99.739861,0.079311,0.088204,600723.155,100,72.394368,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001523,-10.375275,-0.023723,,,,,
Sing,USC,220407 14:36:13.677,0,0,0,0,0,16,0,4.810148,20.813387,1.013382,-8.532156,-2.906677,2.413966,4.810148,20.813387,1.013382,-8.532156,-2.906677,2.413966,-1.113136,21.332969,1.013382,-7.400445,-5.145857,2.413966,0.079145,0.079499,14.562227,72.505976,99.964484,0.07965,0.088394,601834.1956,100,72.505271,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001539,-10.375275,-0.038044,,,,,
Sing,USC,220407 14:36:31.481,0,0,0,0,0,18,0,7.371073,20.235449,1.199092,-8.682501,-3.004434,1.274548,7.371073,20.235449,1.199092,-8.682501,-3.004434,1.274548,0.757209,21.522843,1.199092,-7.329128,-5.540426,1.274548,0.078586,0.078884,14.561511,72.605939,99.623699,0.079089,0.088084,599557.0744,100,72.605019,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001492,-10.375275,-0.054914,,,,,
Sing,USC,220407 14:36:49.273,0,0,0,0,0,19.999999,0,8.405204,20.552916,1.096814,-9.04046,-3.433325,1.249138,8.405204,20.552916,1.096814,-9.04046,-3.433325,1.249138,0.868798,22.188172,1.096814,-7.320986,-6.31829,1.249138,0.07851,0.078905,14.562298,72.697583,99.592388,0.079021,0.088049,599151.4956,100,72.696729,0,0,0,0,0,0,0,0,-10.422729,10.314362,0.001548,-10.375275,-0.061803,,,,,
