Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw)
Sing,USC,220407 15:44:21.756, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.999998,-0.000000, 0.522145,-8.360148, 0.407756, 5.091193,-0.615780,-1.623825, 0.522145,-8.360148, 0.407756, 5.091193,-0.615780,-1.623825, 0.230062,-8.373278, 0.407756, 5.066601,-0.793085,-1.623825, 0.156913, 0.179228,14.521013,70.591209,150.390645, 0.180407, 0.133223,908616.137500,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001637,-10.375275,-0.001854,,,,,
Sing,USC,220407 15:44:39.956, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-0.000000, 0.449173, 0.094137, 0.453795, 0.073102,-0.199193, 0.073655, 0.449173, 0.094137, 0.453795, 0.073102,-0.199193, 0.073655, 0.449173, 0.094137, 0.453795, 0.073102,-0.199193, 0.073655, 0.156907, 0.178824,14.522673,70.544932,150.205477, 0.179999, 0.133065,907739.175000,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001625,-10.375275,-0.003107,,,,,
Sing,USC,220407 15:44:58.164, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000,-0.000000, 0.447635, 8.926165, 0.455717,-5.553716,-0.150841, 1.787628, 0.447635, 8.926165, 0.455717,-5.553716,-0.150841, 1.787628, 0.135844, 8.936350, 0.455717,-5.545068,-0.344571, 1.787628, 0.156919, 0.178615,14.523085,70.499204,150.097847, 0.179749, 0.132975,907187.011875,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001668,-10.375275,-0.005597,,,,,
Sing,USC,220407 15:45:16.358, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.678055,17.355250, 0.588978,-10.451474,-0.308218, 3.469634, 0.678055,17.355250, 0.588978,-10.451474,-0.308218, 3.469634,-0.534237,17.360273, 0.588978,-10.404514,-1.036524, 3.469634, 0.156924, 0.178242,14.520874,70.456098,149.979291, 0.179470, 0.132875,906554.978750,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001626,-10.375275,-0.009500,,,,,
Sing,USC,220407 15:45:34.552, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5.999999,-0.000000, 1.125562,26.582989, 0.751531,-15.885603,-0.444887, 5.010385, 1.125562,26.582989, 0.751531,-15.885603,-0.444887, 5.010385,-1.659283,26.555017, 0.751531,-15.752078,-2.102948, 5.010385, 0.156912, 0.177689,14.523201,70.419009,149.724243, 0.178899, 0.132654,905258.440000,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001660,-10.375275,-0.015160,,,,,
Sing,USC,220407 15:45:52.754, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.000000,-0.000000, 1.883138,36.441904, 0.953972,-21.371922,-0.582219, 6.303760, 1.883138,36.441904, 0.953972,-21.371922,-0.582219, 6.303760,-3.206921,36.349336, 0.953972,-21.082903,-3.550950, 6.303761, 0.156920, 0.176756,14.525829,70.381034,149.300026, 0.177936, 0.132283,902993.136875,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001616,-10.375275,-0.023013,,,,,
Sing,USC,220407 15:46:10.957, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.999999,-0.000000, 2.874162,44.661217, 1.220316,-25.272281,-1.128484, 7.472301, 2.874162,44.661217, 1.220316,-25.272281,-1.128484, 7.472301,-4.924840,44.481806, 1.220316,-24.692379,-5.499825, 7.472301, 0.156925, 0.175951,14.527886,70.344509,148.947726, 0.177132, 0.131975,901083.290000,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001588,-10.375275,-0.032015,,,,,
Sing,USC,220407 15:46:29.152, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.999999,-0.000000, 4.088388,51.798653, 1.568802,-28.318463,-2.063910, 8.704734, 4.088388,51.798653, 1.568802,-28.318463,-2.063910, 8.704734,-6.770497,51.516751, 1.568802,-27.270526,-7.906548, 8.704734, 0.156910, 0.177463,14.522879,70.317160,149.605142, 0.178642, 0.132561,904812.383750,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001583,-10.375275,-0.042145,,,,,
Sing,USC,220407 15:46:47.469, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,13.999999,-0.000000, 5.486490,58.819056, 1.944080,-31.743985,-2.958288, 9.801680, 5.486490,58.819056, 1.944080,-31.743985,-2.958288, 9.801680,-8.906097,58.399181, 1.944080,-30.085379,-10.549980, 9.801680, 0.156913, 0.177612,14.523322,70.294194,149.665671, 0.178814, 0.132618,905343.401875,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001570,-10.375275,-0.053483,,,,,
Sing,USC,220407 15:47:05.657, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,15.999999,-0.000000, 7.127455,64.699304, 2.369587,-34.240510,-3.837230,10.476534, 7.127455,64.699304, 2.369587,-34.240510,-3.837230,10.476534,-10.982194,64.157556, 2.369587,-31.856407,-13.126546,10.476534, 0.156921, 0.177454,14.525513,70.275792,149.561735, 0.178577, 0.132528,904798.912500,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001603,-10.375275,-0.066081,,,,,
Sing,USC,220407 15:47:23.955, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,18.000000,-0.000001,15.045026,48.729175, 2.303762,-28.826324,-5.299736, 3.172743,15.045026,48.729175, 2.303762,-28.826324,-5.299736, 3.172743,-0.749474,50.993368, 2.303762,-25.777755,-13.948172, 3.172743, 0.156914, 0.178330,14.529963,70.268342,149.913772, 0.179477, 0.132841,907235.799375,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001650,-10.375275,-0.114495,,,,,
Sing,USC,220407 15:47:42.254, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,19.999999,-0.000000,18.935804,46.637106, 2.443332,-20.337274,-7.752330, 2.924503,18.935804,46.637106, 2.443332,-20.337274,-7.752330, 2.924503, 1.843006,50.300970, 2.443332,-16.459333,-14.240565, 2.924503, 0.156925, 0.177771,14.529754,70.268038,149.680640, 0.178914, 0.132634,905798.845625,150.000000,72.915521,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-10.422729,10.314362, 0.001637,-10.375275,-0.139848,,,,,
