-0.011845	-0.035437	-0.049700	-0.054949	-0.058298	-0.060774	-0.060261	-0.046456	-0.042820	-0.055805	-0.056809	-0.058890	-0.055127	-0.033329	-0.046792	-0.047341	-0.031080	-0.026707	-0.038777	-0.003612
-0.012463	-0.034355	-0.049445	-0.054031	-0.058145	-0.060957	-0.060415	-0.046858	-0.042763	-0.055617	-0.057724	-0.058913	-0.054912	-0.033611	-0.047153	-0.047542	-0.031575	-0.026233	-0.038781	-0.003148
-0.012967	-0.033406	-0.049084	-0.053602	-0.058017	-0.061080	-0.060326	-0.047035	-0.042958	-0.055495	-0.058487	-0.059164	-0.055375	-0.033661	-0.047651	-0.047938	-0.031447	-0.026131	-0.038426	-0.002799
-0.013588	-0.033103	-0.048495	-0.054313	-0.057935	-0.061243	-0.060276	-0.046488	-0.043224	-0.055408	-0.059103	-0.060011	-0.056129	-0.033601	-0.047814	-0.047498	-0.031171	-0.026353	-0.038167	-0.003363
-0.013742	-0.032347	-0.048515	-0.054794	-0.057882	-0.061462	-0.060249	-0.045679	-0.043036	-0.054763	-0.059325	-0.060310	-0.056322	-0.033880	-0.047443	-0.047435	-0.031113	-0.025901	-0.038310	-0.003627
-0.013683	-0.032103	-0.048922	-0.055059	-0.057984	-0.061605	-0.060180	-0.045022	-0.042944	-0.054631	-0.059098	-0.060075	-0.056372	-0.034300	-0.047270	-0.047588	-0.031056	-0.025766	-0.038553	-0.003673
-0.013251	-0.032845	-0.048936	-0.055689	-0.058093	-0.061223	-0.060291	-0.044222	-0.042885	-0.055080	-0.058385	-0.060341	-0.056166	-0.033955	-0.047245	-0.047122	-0.030619	-0.025936	-0.038548	-0.004161
-0.013243	-0.032932	-0.048456	-0.055096	-0.058124	-0.061082	-0.060124	-0.044122	-0.042738	-0.055258	-0.058466	-0.060935	-0.055906	-0.033586	-0.046797	-0.046842	-0.030680	-0.025950	-0.038827	-0.004182
-0.014487	-0.031357	-0.047455	-0.053879	-0.057726	-0.061077	-0.059896	-0.045514	-0.042655	-0.055405	-0.060633	-0.061704	-0.055899	-0.033434	-0.046913	-0.047497	-0.030958	-0.025930	-0.039252	-0.003706
-0.016446	-0.030720	-0.046852	-0.053643	-0.057743	-0.061020	-0.059952	-0.046072	-0.043183	-0.055814	-0.062108	-0.061966	-0.056541	-0.033314	-0.047448	-0.047716	-0.031159	-0.026368	-0.038912	-0.003507
