-0.007510	-0.042262	-0.057532	-0.062639	-0.063497	-0.065469	-0.063188	-0.047522	-0.044098	-0.053396	-0.048852	-0.053443	-0.051896	-0.034067	-0.045619	-0.045973	-0.029977	-0.025976	-0.039508	-0.004463
-0.007182	-0.042891	-0.058078	-0.062407	-0.063595	-0.065324	-0.063307	-0.048140	-0.044172	-0.053454	-0.047753	-0.052373	-0.051061	-0.033701	-0.045224	-0.046367	-0.030578	-0.026323	-0.039685	-0.004139
-0.007608	-0.042857	-0.057306	-0.061000	-0.063448	-0.065009	-0.063440	-0.048663	-0.044562	-0.053829	-0.048573	-0.052618	-0.050888	-0.033580	-0.045293	-0.046519	-0.031059	-0.026983	-0.039601	-0.003968
-0.008925	-0.041188	-0.055376	-0.059811	-0.062985	-0.064624	-0.063656	-0.048440	-0.044579	-0.054156	-0.050911	-0.054603	-0.051274	-0.033496	-0.045425	-0.046787	-0.030996	-0.027176	-0.039313	-0.004034
-0.010045	-0.039130	-0.054555	-0.059183	-0.062807	-0.064687	-0.063737	-0.048482	-0.044271	-0.053943	-0.052439	-0.055204	-0.051903	-0.033845	-0.045413	-0.047146	-0.031386	-0.026889	-0.039193	-0.003568
-0.009951	-0.038687	-0.054912	-0.059222	-0.062850	-0.064856	-0.063678	-0.048950	-0.044186	-0.053529	-0.052653	-0.054668	-0.052352	-0.034308	-0.045829	-0.047743	-0.031541	-0.026532	-0.039076	-0.003314
-0.009297	-0.039448	-0.055044	-0.059950	-0.062985	-0.064988	-0.063715	-0.048706	-0.044410	-0.053382	-0.052205	-0.054853	-0.052781	-0.034401	-0.046264	-0.047638	-0.031148	-0.026465	-0.038657	-0.003680
-0.009049	-0.039618	-0.055683	-0.060783	-0.063157	-0.065750	-0.063672	-0.048364	-0.044468	-0.053193	-0.051987	-0.054993	-0.052972	-0.034843	-0.046325	-0.046799	-0.030756	-0.026069	-0.038703	-0.003929
-0.008150	-0.039760	-0.056935	-0.061597	-0.063331	-0.066007	-0.063665	-0.048349	-0.044195	-0.053003	-0.051354	-0.054629	-0.052710	-0.035086	-0.045989	-0.046512	-0.030326	-0.025320	-0.038970	-0.004088
-0.007221	-0.041081	-0.057674	-0.062620	-0.063768	-0.065924	-0.063764	-0.048006	-0.044256	-0.053242	-0.050634	-0.054574	-0.052914	-0.034872	-0.045765	-0.046209	-0.030226	-0.025557	-0.039063	-0.004453
-0.006591	-0.041984	-0.057938	-0.063347	-0.064160	-0.065720	-0.063704	-0.047627	-0.044293	-0.053406	-0.049474	-0.053887	-0.052342	-0.034373	-0.045242	-0.045739	-0.030026	-0.025746	-0.039210	-0.004658
-0.006055	-0.042609	-0.058486	-0.062973	-0.064119	-0.065326	-0.063593	-0.047767	-0.044086	-0.053481	-0.048113	-0.052281	-0.050913	-0.033828	-0.044692	-0.045628	-0.029968	-0.025598	-0.039520	-0.004341
-0.006038	-0.043940	-0.059183	-0.062859	-0.063829	-0.065353	-0.063608	-0.048387	-0.043937	-0.053639	-0.047366	-0.051206	-0.050085	-0.033448	-0.044896	-0.045953	-0.029961	-0.025906	-0.039650	-0.004079
-0.006703	-0.044766	-0.058958	-0.062489	-0.063928	-0.065455	-0.063683	-0.048788	-0.044167	-0.053777	-0.047666	-0.051819	-0.049895	-0.033655	-0.045280	-0.046314	-0.030291	-0.026246	-0.039309	-0.004129
-0.007895	-0.043472	-0.057896	-0.061182	-0.064032	-0.065738	-0.063798	-0.049536	-0.044477	-0.053828	-0.049222	-0.052647	-0.050267	-0.034282	-0.045572	-0.046673	-0.030977	-0.026302	-0.039095	-0.003742
-0.008409	-0.041660	-0.056918	-0.060327	-0.063964	-0.065773	-0.063979	-0.050291	-0.044699	-0.053530	-0.050054	-0.052579	-0.050938	-0.034373	-0.045768	-0.047181	-0.031284	-0.026262	-0.039049	-0.003482
-0.008381	-0.041313	-0.056294	-0.060487	-0.063898	-0.065648	-0.063996	-0.049771	-0.045021	-0.053277	-0.049782	-0.052796	-0.051461	-0.034233	-0.045986	-0.046951	-0.031277	-0.026456	-0.038654	-0.003720
-0.008185	-0.040310	-0.056076	-0.061099	-0.063589	-0.065721	-0.063964	-0.048401	-0.044695	-0.052962	-0.049717	-0.053105	-0.051139	-0.034242	-0.045903	-0.046285	-0.030686	-0.025871	-0.038577	-0.003806
-0.007694	-0.039441	-0.056353	-0.061420	-0.063313	-0.065393	-0.063813	-0.047758	-0.044150	-0.052637	-0.049951	-0.053209	-0.050972	-0.034263	-0.045459	-0.046000	-0.030281	-0.025162	-0.039039	-0.003761
-0.007555	-0.040066	-0.056836	-0.062077	-0.063465	-0.065115	-0.063685	-0.047234	-0.044236	-0.052926	-0.049701	-0.052971	-0.051515	-0.034395	-0.045154	-0.045272	-0.030027	-0.025364	-0.039271	-0.004118
-0.007312	-0.040850	-0.057513	-0.063183	-0.063824	-0.065260	-0.063725	-0.047082	-0.043930	-0.053165	-0.049410	-0.053100	-0.050926	-0.034339	-0.045414	-0.045159	-0.029740	-0.025546	-0.039347	-0.004647
-0.007324	-0.041302	-0.058001	-0.062876	-0.064347	-0.065616	-0.063671	-0.047549	-0.043763	-0.053123	-0.049309	-0.052763	-0.050221	-0.034278	-0.045273	-0.045470	-0.030120	-0.025562	-0.039641	-0.004235
-0.007299	-0.041902	-0.058151	-0.062427	-0.064457	-0.065869	-0.063891	-0.048352	-0.043965	-0.053410	-0.049373	-0.052434	-0.050135	-0.034312	-0.045245	-0.045802	-0.030157	-0.025998	-0.039765	-0.003818
-0.007539	-0.042284	-0.057653	-0.062110	-0.064574	-0.065739	-0.063982	-0.048654	-0.044217	-0.053630	-0.049621	-0.052844	-0.050265	-0.034129	-0.045538	-0.045905	-0.030285	-0.026446	-0.039301	-0.003650
-0.008229	-0.041497	-0.057177	-0.061284	-0.064303	-0.065659	-0.063973	-0.048816	-0.044262	-0.053296	-0.050327	-0.053074	-0.050208	-0.034205	-0.045654	-0.045988	-0.030337	-0.026084	-0.039081	-0.003118
-0.008616	-0.040718	-0.056806	-0.060539	-0.063807	-0.065483	-0.063850	-0.049191	-0.044260	-0.052991	-0.050810	-0.052936	-0.050472	-0.034197	-0.045483	-0.046022	-0.030298	-0.025765	-0.039099	-0.002973
-0.008458	-0.040183	-0.056202	-0.060463	-0.063623	-0.065128	-0.063780	-0.048940	-0.044292	-0.052895	-0.051367	-0.053955	-0.051133	-0.034184	-0.045506	-0.045596	-0.030124	-0.025895	-0.038806	-0.003348
-0.008877	-0.038605	-0.055565	-0.060860	-0.063614	-0.065160	-0.063761	-0.048570	-0.044011	-0.052535	-0.052645	-0.055348	-0.051582	-0.034382	-0.045539	-0.045473	-0.030156	-0.025754	-0.038717	-0.003691
-0.010059	-0.038139	-0.055477	-0.060836	-0.063443	-0.065473	-0.063712	-0.048263	-0.043882	-0.052304	-0.052793	-0.055018	-0.052164	-0.034409	-0.044952	-0.045104	-0.030190	-0.025424	-0.038960	-0.003791
-0.009510	-0.040008	-0.056265	-0.061526	-0.063008	-0.065419	-0.063868	-0.048168	-0.044037	-0.052641	-0.051719	-0.055035	-0.052327	-0.034234	-0.045020	-0.045094	-0.030196	-0.025842	-0.039034	-0.004154
-0.008292	-0.041094	-0.056681	-0.062270	-0.063194	-0.065478	-0.063972	-0.048614	-0.044412	-0.052955	-0.051996	-0.056424	-0.052584	-0.034208	-0.045426	-0.045668	-0.030914	-0.026813	-0.039184	-0.004534
-0.008382	-0.040564	-0.056599	-0.061636	-0.063686	-0.065806	-0.064120	-0.049026	-0.044565	-0.053018	-0.052453	-0.055873	-0.052832	-0.033993	-0.045047	-0.046039	-0.031078	-0.027063	-0.039504	-0.004297
-0.008817	-0.041268	-0.056906	-0.061226	-0.063860	-0.065453	-0.064200	-0.048791	-0.044489	-0.053443	-0.050895	-0.053288	-0.052104	-0.033797	-0.044831	-0.046117	-0.030923	-0.027171	-0.039519	-0.003926
-0.008428	-0.042696	-0.057476	-0.061901	-0.063751	-0.065003	-0.064258	-0.048552	-0.044384	-0.053620	-0.049084	-0.051887	-0.050758	-0.033524	-0.045146	-0.046088	-0.030913	-0.027477	-0.039389	-0.003822
-0.007793	-0.043248	-0.058139	-0.061850	-0.063791	-0.065033	-0.064147	-0.048543	-0.043938	-0.053216	-0.047944	-0.051010	-0.049743	-0.033625	-0.045303	-0.046115	-0.030954	-0.027057	-0.039183	-0.003420
-0.007628	-0.043464	-0.058617	-0.061324	-0.063997	-0.065138	-0.064070	-0.049076	-0.043719	-0.052884	-0.047264	-0.050342	-0.049322	-0.034214	-0.045535	-0.046075	-0.030582	-0.026328	-0.038937	-0.003112
-0.007330	-0.042813	-0.057841	-0.061377	-0.063979	-0.065224	-0.064041	-0.048965	-0.043971	-0.052855	-0.047522	-0.051227	-0.049795	-0.034323	-0.045806	-0.045995	-0.030489	-0.026140	-0.038629	-0.003348
-0.007332	-0.041193	-0.056846	-0.061531	-0.063636	-0.065584	-0.063923	-0.047923	-0.043912	-0.052636	-0.048955	-0.053159	-0.050780	-0.034697	-0.046006	-0.046201	-0.030857	-0.026107	-0.038480	-0.003737
-0.007996	-0.039260	-0.056189	-0.061164	-0.063642	-0.065996	-0.064063	-0.047610	-0.044138	-0.052242	-0.050963	-0.054545	-0.051675	-0.035041	-0.045714	-0.046376	-0.030622	-0.025674	-0.038798	-0.004048
-0.008735	-0.038673	-0.055612	-0.061441	-0.063884	-0.065958	-0.064059	-0.047398	-0.044596	-0.052549	-0.052266	-0.055415	-0.052619	-0.034976	-0.045371	-0.046015	-0.030413	-0.025848	-0.039118	-0.004370
-0.008872	-0.039366	-0.055974	-0.062399	-0.063807	-0.065749	-0.064000	-0.047154	-0.044539	-0.052933	-0.052579	-0.056001	-0.052906	-0.034621	-0.045291	-0.045552	-0.030107	-0.026074	-0.039268	-0.004682
-0.008735	-0.039938	-0.056728	-0.062016	-0.063794	-0.065711	-0.063892	-0.047318	-0.044349	-0.052996	-0.052394	-0.055314	-0.052387	-0.034272	-0.044769	-0.045242	-0.030169	-0.025938	-0.039540	-0.004342
-0.008247	-0.040937	-0.057416	-0.061702	-0.063572	-0.065282	-0.063759	-0.047630	-0.043937	-0.053293	-0.051398	-0.053913	-0.051836	-0.034008	-0.044561	-0.045461	-0.030280	-0.026153	-0.039608	-0.003779
-0.007727	-0.042840	-0.058270	-0.062355	-0.063706	-0.064867	-0.063888	-0.048212	-0.043671	-0.053513	-0.049533	-0.052579	-0.051060	-0.033678	-0.045081	-0.045756	-0.030172	-0.026339	-0.039278	-0.003680
-0.007724	-0.044014	-0.059124	-0.062446	-0.064179	-0.065465	-0.064197	-0.048873	-0.043994	-0.053165	-0.048217	-0.051305	-0.050121	-0.033824	-0.045571	-0.045951	-0.030801	-0.026363	-0.039216	-0.003505
-0.007216	-0.043975	-0.059617	-0.062602	-0.064218	-0.065794	-0.064309	-0.049163	-0.043931	-0.052772	-0.047480	-0.050375	-0.049562	-0.034019	-0.045595	-0.046313	-0.030820	-0.026225	-0.039074	-0.003156
-0.006242	-0.044910	-0.060068	-0.063338	-0.064783	-0.065883	-0.064097	-0.048686	-0.043769	-0.052770	-0.046101	-0.049683	-0.049593	-0.034328	-0.045634	-0.045911	-0.030322	-0.025981	-0.038678	-0.003309
-0.005646	-0.045391	-0.060669	-0.064085	-0.064960	-0.066245	-0.064231	-0.048588	-0.043806	-0.052449	-0.045097	-0.049391	-0.049171	-0.034606	-0.045765	-0.045494	-0.029870	-0.025414	-0.038663	-0.003729
-0.006093	-0.045049	-0.061052	-0.064340	-0.064986	-0.066415	-0.064462	-0.048782	-0.044133	-0.052062	-0.044550	-0.048790	-0.048698	-0.034789	-0.045394	-0.045488	-0.030017	-0.025109	-0.038885	-0.003963
-0.005754	-0.046425	-0.061725	-0.065015	-0.065035	-0.066350	-0.064374	-0.048362	-0.044161	-0.052249	-0.043199	-0.047979	-0.048607	-0.034699	-0.045109	-0.045472	-0.030259	-0.025452	-0.039189	-0.004353
